"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"891","Newham, 00BB (891)","935","Tower Hamlets, 00BG (935)","1/6/2019 - 31/8/2019, Every day, Daily Average",1290,1012,1644
"891","Newham, 00BB (891)","936","Tower Hamlets, 00BG (936)","1/6/2019 - 31/8/2019, Every day, Daily Average",903,691,1179
"891","Newham, 00BB (891)","937","Tower Hamlets, 00BG (937)","1/6/2019 - 31/8/2019, Every day, Daily Average",709,537,934
"891","Newham, 00BB (891)","938","Tower Hamlets, 00BG (938)","1/6/2019 - 31/8/2019, Every day, Daily Average",702,515,956
"891","Newham, 00BB (891)","939","Tower Hamlets, 00BG (939)","1/6/2019 - 31/8/2019, Every day, Daily Average",867,672,1117
"891","Newham, 00BB (891)","940","Tower Hamlets, 00BG (940)","1/6/2019 - 31/8/2019, Every day, Daily Average",1082,833,1404
"891","Newham, 00BB (891)","941","Tower Hamlets, 00BG (941)","1/6/2019 - 31/8/2019, Every day, Daily Average",596,439,808
"891","Newham, 00BB (891)","942","Tower Hamlets, 00BG (942)","1/6/2019 - 31/8/2019, Every day, Daily Average",685,502,933
"891","Newham, 00BB (891)","943","Tower Hamlets, 00BG (943)","1/6/2019 - 31/8/2019, Every day, Daily Average",794,626,1006
"891","Newham, 00BB (891)","945","Waltham Forest, 00BH (945)","1/6/2019 - 31/8/2019, Every day, Daily Average",1818,1609,2054
"891","Newham, 00BB (891)","946","Waltham Forest, 00BH (946)","1/6/2019 - 31/8/2019, Every day, Daily Average",1718,1312,2248
"891","Newham, 00BB (891)","948","Waltham Forest, 00BH (948)","1/6/2019 - 31/8/2019, Every day, Daily Average",1642,1459,1847
"891","Newham, 00BB (891)","949","Waltham Forest, 00BH (949)","1/6/2019 - 31/8/2019, Every day, Daily Average",1450,1185,1773
"891","Newham, 00BB (891)","950","Waltham Forest, 00BH (950)","1/6/2019 - 31/8/2019, Every day, Daily Average",1320,1068,1631
"891","Newham, 00BB (891)","951","Waltham Forest, 00BH (951)","1/6/2019 - 31/8/2019, Every day, Daily Average",1350,1096,1661
"891","Newham, 00BB (891)","952","Waltham Forest, 00BH (952)","1/6/2019 - 31/8/2019, Every day, Daily Average",1407,1139,1736
"891","Newham, 00BB (891)","953","Waltham Forest, 00BH (953)","1/6/2019 - 31/8/2019, Every day, Daily Average",1302,1042,1625
"891","Newham, 00BB (891)","954","Waltham Forest, 00BH (954)","1/6/2019 - 31/8/2019, Every day, Daily Average",1547,1257,1903
"891","Newham, 00BB (891)","955","Waltham Forest, 00BH (955)","1/6/2019 - 31/8/2019, Every day, Daily Average",1736,1415,2129
"891","Newham, 00BB (891)","956","Waltham Forest, 00BH (956)","1/6/2019 - 31/8/2019, Every day, Daily Average",1503,1184,1906
"891","Newham, 00BB (891)","957","Waltham Forest, 00BH (957)","1/6/2019 - 31/8/2019, Every day, Daily Average",1822,1478,2244
"891","Newham, 00BB (891)","958","Waltham Forest, 00BH (958)","1/6/2019 - 31/8/2019, Every day, Daily Average",1295,1036,1618
"891","Newham, 00BB (891)","959","Waltham Forest, 00BH (959)","1/6/2019 - 31/8/2019, Every day, Daily Average",1716,1403,2098
"891","Newham, 00BB (891)","960","Waltham Forest, 00BH (960)","1/6/2019 - 31/8/2019, Every day, Daily Average",1796,1456,2214
"891","Newham, 00BB (891)","961","Waltham Forest, 00BH (961)","1/6/2019 - 31/8/2019, Every day, Daily Average",1763,1403,2215
"891","Newham, 00BB (891)","962","Waltham Forest, 00BH (962)","1/6/2019 - 31/8/2019, Every day, Daily Average",1495,1177,1897
"891","Newham, 00BB (891)","963","Waltham Forest, 00BH (963)","1/6/2019 - 31/8/2019, Every day, Daily Average",1729,1338,2234
"891","Newham, 00BB (891)","964","Waltham Forest, 00BH (964)","1/6/2019 - 31/8/2019, Every day, Daily Average",1341,950,1891
"891","Newham, 00BB (891)","965","Waltham Forest, 00BH (965)","1/6/2019 - 31/8/2019, Every day, Daily Average",1493,1180,1888
"891","Newham, 00BB (891)","966","Wandsworth, 00BJ (966)","1/6/2019 - 31/8/2019, Every day, Daily Average",4006,3111,5157
"891","Newham, 00BB (891)","967","Wandsworth, 00BJ (967)","1/6/2019 - 31/8/2019, Every day, Daily Average",3139,2516,3915
"891","Newham, 00BB (891)","969","Wandsworth, 00BJ (969)","1/6/2019 - 31/8/2019, Every day, Daily Average",3680,2934,4614
"891","Newham, 00BB (891)","970","Wandsworth, 00BJ (970)","1/6/2019 - 31/8/2019, Every day, Daily Average",3832,3037,4834
"891","Newham, 00BB (891)","971","Wandsworth, 00BJ (971)","1/6/2019 - 31/8/2019, Every day, Daily Average",3522,2911,4260
"891","Newham, 00BB (891)","972","Wandsworth, 00BJ (972)","1/6/2019 - 31/8/2019, Every day, Daily Average",3781,3073,4650
"891","Newham, 00BB (891)","973","Wandsworth, 00BJ (973)","1/6/2019 - 31/8/2019, Every day, Daily Average",3549,2937,4287
"891","Newham, 00BB (891)","974","Westminster, 00BK (974)","1/6/2019 - 31/8/2019, Every day, Daily Average",3280,2651,4057
"891","Newham, 00BB (891)","975","Westminster, 00BK (975)","1/6/2019 - 31/8/2019, Every day, Daily Average",3340,2685,4153
"891","Newham, 00BB (891)","976","Westminster, 00BK (976)","1/6/2019 - 31/8/2019, Every day, Daily Average",3220,2534,4091
"891","Newham, 00BB (891)","977","Westminster, 00BK (977)","1/6/2019 - 31/8/2019, Every day, Daily Average",3109,2427,3981
"891","Newham, 00BB (891)","978","Westminster, 00BK (978)","1/6/2019 - 31/8/2019, Every day, Daily Average",3153,2478,4010
"891","Newham, 00BB (891)","979","Westminster, 00BK (979)","1/6/2019 - 31/8/2019, Every day, Daily Average",3291,2610,4148
"891","Newham, 00BB (891)","980","Westminster, 00BK (980)","1/6/2019 - 31/8/2019, Every day, Daily Average",2422,1870,3136
"891","Newham, 00BB (891)","981","Westminster, 00BK (981)","1/6/2019 - 31/8/2019, Every day, Daily Average",2844,2229,3627
"891","Newham, 00BB (891)","982","Westminster, 00BK (982)","1/6/2019 - 31/8/2019, Every day, Daily Average",2606,2013,3372
